779,1314615,duplicate
780,1314615,enhancement
781,1314615,invalid
782,1314615,question
783,1314615,wontfix
784,1314618,bug
785,1314618,duplicate
786,1314618,enhancement
787,1314618,invalid
788,1314618,question
789,1314618,wontfix
790,1314621,bug
791,1314621,duplicate
792,1314621,enhancement
793,1314621,invalid
794,1314621,question
795,1314621,wontfix
796,1314623,bug
797,1314623,duplicate
798,1314623,enhancement
799,1314623,invalid
800,1314623,question
801,1314623,wontfix
802,1314626,bug
803,1314626,duplicate
804,1314626,enhancement
805,1314626,invalid
806,1314626,question
807,1314626,wontfix
808,1431411,bug
809,1431411,duplicate
810,1431411,enhancement
811,1431411,invalid
812,1431411,question
813,1431411,wontfix
814,1454757,bug
815,1454757,duplicate
816,1454757,enhancement
817,1454757,invalid
818,1454757,question
819,1454757,wontfix
820,1454757,feature-request
821,1454757,tests
822,1807121,bug
823,1807121,duplicate
824,1807121,enhancement
825,1807121,invalid
826,1807121,question
827,1807121,wontfix
828,1847351,bug
829,1847351,duplicate
830,1847351,enhancement
831,1847351,invalid
832,1847351,question
833,1847351,wontfix
834,2420742,bug
835,2420742,duplicate
836,2420742,enhancement
837,2420742,invalid
838,2420742,question
839,2420742,wontfix
840,2452486,bug
841,2452486,duplicate
842,2452486,enhancement
843,2452486,invalid
844,2452486,question
845,2452486,wontfix
846,2452486,UCTT
847,2452486,DCTT
848,2452486,docbug
849,2452486,P1
850,2452486,P2
851,2496892,bug
852,2496892,duplicate
853,2496892,enhancement
854,2496892,invalid
855,2496892,question
856,2496892,wontfix
857,2633497,bug
858,2633497,duplicate
859,2633497,enhancement
860,2633497,invalid
861,2633497,question
862,2633497,wontfix
863,2718654,bug
864,2718654,duplicate
865,2718654,enhancement
866,2718654,invalid
867,2718654,question
868,2718654,wontfix
869,2730539,bug
870,2730539,duplicate
871,2730539,enhancement
872,2730539,invalid
873,2730539,question
874,2730539,wontfix
875,2730539,doc-bug
876,2730539,DCTT
877,2730539,Third Party
878,2730539,More info
879,2730608,bug
880,2730608,duplicate
881,2730608,enhancement
882,2730608,invalid
883,2730608,question
884,2730608,wontfix
885,2730608,doc-bug
886,2730608,DCTT
887,2730608,third-party
888,2730608,P1
889,2730608,P2
890,2760276,bug
891,2760276,duplicate
892,2760276,enhancement
893,2760276,invalid
894,2760276,question
895,2760276,wontfix
896,2857411,bug
897,2857411,duplicate
